date,day_of_week,day_type,holiday
5/18/11,Wednesday,Non-Holiday Weekday,
5/19/11,Thursday,Non-Holiday Weekday,
5/20/11,Friday,Non-Holiday Weekday,
5/21/11,Saturday,Non-Holiday Weekend,
5/22/11,Sunday,Non-Holiday Weekend,
5/23/11,Monday,Non-Holiday Weekday,
5/24/11,Tuesday,Non-Holiday Weekday,
5/25/11,Wednesday,Non-Holiday Weekday,
5/26/11,Thursday,Non-Holiday Weekday,
5/27/11,Friday,Non-Holiday Weekday,
5/28/11,Saturday,Non-Holiday Weekend,
5/29/11,Sunday,Non-Holiday Weekend,
5/30/11,Monday,National Holiday,Memorial Day
5/31/11,Tuesday,Non-Holiday Weekday,
6/1/11,Wednesday,Non-Holiday Weekday,
6/2/11,Thursday,Non-Holiday Weekday,
6/3/11,Friday,Non-Holiday Weekday,
6/4/11,Saturday,Non-Holiday Weekend,
6/5/11,Sunday,Non-Holiday Weekend,
6/6/11,Monday,Non-Holiday Weekday,
6/7/11,Tuesday,Non-Holiday Weekday,
6/8/11,Wednesday,Non-Holiday Weekday,
6/9/11,Thursday,Non-Holiday Weekday,
6/10/11,Friday,Non-Holiday Weekday,
6/11/11,Saturday,Non-Holiday Weekend,
6/12/11,Sunday,Non-Holiday Weekend,
6/13/11,Monday,Non-Holiday Weekday,
6/14/11,Tuesday,Non-Holiday Weekday,
6/15/11,Wednesday,Non-Holiday Weekday,
6/16/11,Thursday,Non-Holiday Weekday,
6/17/11,Friday,Non-Holiday Weekday,
6/18/11,Saturday,Non-Holiday Weekend,
6/19/11,Sunday,Non-Holiday Weekend,
6/20/11,Monday,Non-Holiday Weekday,
6/21/11,Tuesday,Non-Holiday Weekday,
6/22/11,Wednesday,Non-Holiday Weekday,
6/23/11,Thursday,Non-Holiday Weekday,
6/24/11,Friday,Non-Holiday Weekday,
6/25/11,Saturday,Non-Holiday Weekend,
6/26/11,Sunday,Non-Holiday Weekend,
6/27/11,Monday,Non-Holiday Weekday,
6/28/11,Tuesday,Non-Holiday Weekday,
6/29/11,Wednesday,Non-Holiday Weekday,
6/30/11,Thursday,Non-Holiday Weekday,
7/1/11,Friday,Non-Holiday Weekday,
7/2/11,Saturday,Non-Holiday Weekend,
7/3/11,Sunday,Non-Holiday Weekend,
7/4/11,Monday,National Holiday,Independence Day
7/5/11,Tuesday,Non-Holiday Weekday,
7/6/11,Wednesday,Non-Holiday Weekday,
7/7/11,Thursday,Non-Holiday Weekday,
7/8/11,Friday,Non-Holiday Weekday,
7/9/11,Saturday,Non-Holiday Weekend,
7/10/11,Sunday,Non-Holiday Weekend,
7/11/11,Monday,Non-Holiday Weekday,
7/12/11,Tuesday,Non-Holiday Weekday,
7/13/11,Wednesday,Non-Holiday Weekday,
7/14/11,Thursday,Non-Holiday Weekday,
7/15/11,Friday,Non-Holiday Weekday,
7/16/11,Saturday,Non-Holiday Weekend,
7/17/11,Sunday,Non-Holiday Weekend,
7/18/11,Monday,Non-Holiday Weekday,
7/19/11,Tuesday,Non-Holiday Weekday,
7/20/11,Wednesday,Non-Holiday Weekday,
7/21/11,Thursday,Non-Holiday Weekday,
7/22/11,Friday,Non-Holiday Weekday,
7/23/11,Saturday,Non-Holiday Weekend,
7/24/11,Sunday,Non-Holiday Weekend,
7/25/11,Monday,Non-Holiday Weekday,
7/26/11,Tuesday,Non-Holiday Weekday,
7/27/11,Wednesday,Non-Holiday Weekday,
7/28/11,Thursday,Non-Holiday Weekday,
7/29/11,Friday,Non-Holiday Weekday,
7/30/11,Saturday,Non-Holiday Weekend,
7/31/11,Sunday,Non-Holiday Weekend,
8/1/11,Monday,Non-Holiday Weekday,
8/2/11,Tuesday,Non-Holiday Weekday,
8/3/11,Wednesday,Non-Holiday Weekday,
8/4/11,Thursday,Non-Holiday Weekday,
8/5/11,Friday,Non-Holiday Weekday,
8/6/11,Saturday,Non-Holiday Weekend,
8/7/11,Sunday,Non-Holiday Weekend,
8/8/11,Monday,Non-Holiday Weekday,
8/9/11,Tuesday,Non-Holiday Weekday,
8/10/11,Wednesday,Non-Holiday Weekday,
8/11/11,Thursday,Non-Holiday Weekday,
8/12/11,Friday,Non-Holiday Weekday,
8/13/11,Saturday,Non-Holiday Weekend,
8/14/11,Sunday,Non-Holiday Weekend,
8/15/11,Monday,Non-Holiday Weekday,
8/16/11,Tuesday,Non-Holiday Weekday,
8/17/11,Wednesday,Non-Holiday Weekday,
8/18/11,Thursday,Non-Holiday Weekday,
8/19/11,Friday,Non-Holiday Weekday,
8/20/11,Saturday,Non-Holiday Weekend,
8/21/11,Sunday,Non-Holiday Weekend,
8/22/11,Monday,Non-Holiday Weekday,
8/23/11,Tuesday,Non-Holiday Weekday,
8/24/11,Wednesday,Non-Holiday Weekday,
8/25/11,Thursday,Non-Holiday Weekday,
8/26/11,Friday,Non-Holiday Weekday,
8/27/11,Saturday,Non-Holiday Weekend,
8/28/11,Sunday,Non-Holiday Weekend,
8/29/11,Monday,Non-Holiday Weekday,
8/30/11,Tuesday,Non-Holiday Weekday,
8/31/11,Wednesday,Non-Holiday Weekday,
9/1/11,Thursday,Non-Holiday Weekday,
9/2/11,Friday,Non-Holiday Weekday,
9/3/11,Saturday,Non-Holiday Weekend,
9/4/11,Sunday,Non-Holiday Weekend,
9/5/11,Monday,National Holiday,Labor Day
9/6/11,Tuesday,Non-Holiday Weekday,
9/7/11,Wednesday,Non-Holiday Weekday,
9/8/11,Thursday,Non-Holiday Weekday,
9/9/11,Friday,Non-Holiday Weekday,
9/10/11,Saturday,Non-Holiday Weekend,
9/11/11,Sunday,Non-Holiday Weekend,
9/12/11,Monday,Non-Holiday Weekday,
9/13/11,Tuesday,Non-Holiday Weekday,
9/14/11,Wednesday,Non-Holiday Weekday,
9/15/11,Thursday,Non-Holiday Weekday,
9/16/11,Friday,Non-Holiday Weekday,
9/17/11,Saturday,Non-Holiday Weekend,
9/18/11,Sunday,Non-Holiday Weekend,
9/19/11,Monday,Non-Holiday Weekday,
9/20/11,Tuesday,Non-Holiday Weekday,
9/21/11,Wednesday,Non-Holiday Weekday,
9/22/11,Thursday,Non-Holiday Weekday,
9/23/11,Friday,Non-Holiday Weekday,
9/24/11,Saturday,Non-Holiday Weekend,
9/25/11,Sunday,Non-Holiday Weekend,
9/26/11,Monday,Non-Holiday Weekday,
9/27/11,Tuesday,Non-Holiday Weekday,
9/28/11,Wednesday,Non-Holiday Weekday,
9/29/11,Thursday,Non-Holiday Weekday,
9/30/11,Friday,Non-Holiday Weekday,
10/1/11,Saturday,Non-Holiday Weekend,
10/2/11,Sunday,Non-Holiday Weekend,
10/3/11,Monday,Non-Holiday Weekday,
10/4/11,Tuesday,Non-Holiday Weekday,
10/5/11,Wednesday,Non-Holiday Weekday,
10/6/11,Thursday,Non-Holiday Weekday,
10/7/11,Friday,Non-Holiday Weekday,
10/8/11,Saturday,Non-Holiday Weekend,
10/9/11,Sunday,Non-Holiday Weekend,
10/10/11,Monday,National Holiday,Columbus Day
10/11/11,Tuesday,Non-Holiday Weekday,
10/12/11,Wednesday,Non-Holiday Weekday,
10/13/11,Thursday,Non-Holiday Weekday,
10/14/11,Friday,Non-Holiday Weekday,
10/15/11,Saturday,Non-Holiday Weekend,
10/16/11,Sunday,Non-Holiday Weekend,
10/17/11,Monday,Non-Holiday Weekday,
10/18/11,Tuesday,Non-Holiday Weekday,
10/19/11,Wednesday,Non-Holiday Weekday,
10/20/11,Thursday,Non-Holiday Weekday,
10/21/11,Friday,Non-Holiday Weekday,
10/22/11,Saturday,Non-Holiday Weekend,
10/23/11,Sunday,Non-Holiday Weekend,
10/24/11,Monday,Non-Holiday Weekday,
10/25/11,Tuesday,Non-Holiday Weekday,
10/26/11,Wednesday,Non-Holiday Weekday,
10/27/11,Thursday,Non-Holiday Weekday,
10/28/11,Friday,Non-Holiday Weekday,
10/29/11,Saturday,Non-Holiday Weekend,
10/30/11,Sunday,Non-Holiday Weekend,
10/31/11,Monday,Party Holiday,Halloween
11/1/11,Tuesday,Non-Holiday Weekday,
11/2/11,Wednesday,Non-Holiday Weekday,
11/3/11,Thursday,Non-Holiday Weekday,
11/4/11,Friday,Non-Holiday Weekday,
11/5/11,Saturday,Non-Holiday Weekend,
11/6/11,Sunday,Non-Holiday Weekend,
11/7/11,Monday,Non-Holiday Weekday,
11/8/11,Tuesday,Non-Holiday Weekday,
11/9/11,Wednesday,Non-Holiday Weekday,
11/10/11,Thursday,Non-Holiday Weekday,
11/11/11,Friday,National Holiday,Veterans Day
11/12/11,Saturday,Non-Holiday Weekend,
11/13/11,Sunday,Non-Holiday Weekend,
11/14/11,Monday,Non-Holiday Weekday,
11/15/11,Tuesday,Non-Holiday Weekday,
11/16/11,Wednesday,Non-Holiday Weekday,
11/17/11,Thursday,Non-Holiday Weekday,
11/18/11,Friday,Non-Holiday Weekday,
11/19/11,Saturday,Non-Holiday Weekend,
11/20/11,Sunday,Non-Holiday Weekend,
11/21/11,Monday,Non-Holiday Weekday,
11/22/11,Tuesday,Non-Holiday Weekday,
11/23/11,Wednesday,Party Holiday,Thanksgiving Eve
11/24/11,Thursday,National Holiday,Thanksgiving Day
11/25/11,Friday,Non-Holiday Weekday,
11/26/11,Saturday,Non-Holiday Weekend,
11/27/11,Sunday,Non-Holiday Weekend,
11/28/11,Monday,Non-Holiday Weekday,
11/29/11,Tuesday,Non-Holiday Weekday,
11/30/11,Wednesday,Non-Holiday Weekday,
12/1/11,Thursday,Non-Holiday Weekday,
12/2/11,Friday,Non-Holiday Weekday,
12/3/11,Saturday,Non-Holiday Weekend,
12/4/11,Sunday,Non-Holiday Weekend,
12/5/11,Monday,Non-Holiday Weekday,
12/6/11,Tuesday,Non-Holiday Weekday,
12/7/11,Wednesday,Non-Holiday Weekday,
12/8/11,Thursday,Non-Holiday Weekday,
12/9/11,Friday,Non-Holiday Weekday,
12/10/11,Saturday,Non-Holiday Weekend,
12/11/11,Sunday,Non-Holiday Weekend,
12/12/11,Monday,Non-Holiday Weekday,
12/13/11,Tuesday,Non-Holiday Weekday,
12/14/11,Wednesday,Non-Holiday Weekday,
12/15/11,Thursday,Non-Holiday Weekday,
12/16/11,Friday,Non-Holiday Weekday,
12/17/11,Saturday,Non-Holiday Weekend,
12/18/11,Sunday,Non-Holiday Weekend,
12/19/11,Monday,Non-Holiday Weekday,
12/20/11,Tuesday,Non-Holiday Weekday,
12/21/11,Wednesday,Non-Holiday Weekday,
12/22/11,Thursday,Non-Holiday Weekday,
12/23/11,Friday,Non-Holiday Weekday,
12/24/11,Saturday,Non-Holiday Weekend,
12/25/11,Sunday,National Holiday,Christmas Day
12/26/11,Monday,National Holiday (Observed),
12/27/11,Tuesday,Non-Holiday Weekday,
12/28/11,Wednesday,Non-Holiday Weekday,
12/29/11,Thursday,Non-Holiday Weekday,
12/30/11,Friday,Non-Holiday Weekday,
12/31/11,Saturday,Party Holiday,New Year's Eve
1/1/12,Sunday,National Holiday,New Year's Day
1/2/12,Monday,National Holiday (Observed),
1/3/12,Tuesday,Non-Holiday Weekday,
1/4/12,Wednesday,Non-Holiday Weekday,
1/5/12,Thursday,Non-Holiday Weekday,
1/6/12,Friday,Non-Holiday Weekday,
1/7/12,Saturday,Non-Holiday Weekend,
1/8/12,Sunday,Non-Holiday Weekend,
1/9/12,Monday,Non-Holiday Weekday,
1/10/12,Tuesday,Non-Holiday Weekday,
1/11/12,Wednesday,Non-Holiday Weekday,
1/12/12,Thursday,Non-Holiday Weekday,
1/13/12,Friday,Non-Holiday Weekday,
1/14/12,Saturday,Non-Holiday Weekend,
1/15/12,Sunday,Non-Holiday Weekend,
1/16/12,Monday,National Holiday,MLK Day
1/17/12,Tuesday,Non-Holiday Weekday,
1/18/12,Wednesday,Non-Holiday Weekday,
1/19/12,Thursday,Non-Holiday Weekday,
1/20/12,Friday,Non-Holiday Weekday,
1/21/12,Saturday,Non-Holiday Weekend,
1/22/12,Sunday,Non-Holiday Weekend,
1/23/12,Monday,Non-Holiday Weekday,
1/24/12,Tuesday,Non-Holiday Weekday,
1/25/12,Wednesday,Non-Holiday Weekday,
1/26/12,Thursday,Non-Holiday Weekday,
1/27/12,Friday,Non-Holiday Weekday,
1/28/12,Saturday,Non-Holiday Weekend,
1/29/12,Sunday,Non-Holiday Weekend,
1/30/12,Monday,Non-Holiday Weekday,
1/31/12,Tuesday,Non-Holiday Weekday,
2/1/12,Wednesday,Non-Holiday Weekday,
2/2/12,Thursday,Non-Holiday Weekday,
2/3/12,Friday,Non-Holiday Weekday,
2/4/12,Saturday,Non-Holiday Weekend,
2/5/12,Sunday,Party Holiday,Super Bowl Sunday
2/6/12,Monday,Non-Holiday Weekday,
2/7/12,Tuesday,Non-Holiday Weekday,
2/8/12,Wednesday,Non-Holiday Weekday,
2/9/12,Thursday,Non-Holiday Weekday,
2/10/12,Friday,Non-Holiday Weekday,
2/11/12,Saturday,Non-Holiday Weekend,
2/12/12,Sunday,Non-Holiday Weekend,
2/13/12,Monday,Non-Holiday Weekday,
2/14/12,Tuesday,Non-Holiday Weekday,
2/15/12,Wednesday,Non-Holiday Weekday,
2/16/12,Thursday,Non-Holiday Weekday,
2/17/12,Friday,Non-Holiday Weekday,
2/18/12,Saturday,Non-Holiday Weekend,
2/19/12,Sunday,Non-Holiday Weekend,
2/20/12,Monday,National Holiday,President's Day
2/21/12,Tuesday,Non-Holiday Weekday,
2/22/12,Wednesday,Non-Holiday Weekday,
2/23/12,Thursday,Non-Holiday Weekday,
2/24/12,Friday,Non-Holiday Weekday,
2/25/12,Saturday,Non-Holiday Weekend,
2/26/12,Sunday,Non-Holiday Weekend,
2/27/12,Monday,Non-Holiday Weekday,
2/28/12,Tuesday,Party Holiday,Mardi Gras
2/29/12,Wednesday,Non-Holiday Weekday,
3/1/12,Thursday,Non-Holiday Weekday,
3/2/12,Friday,Non-Holiday Weekday,
3/3/12,Saturday,Non-Holiday Weekend,
3/4/12,Sunday,Non-Holiday Weekend,
3/5/12,Monday,Non-Holiday Weekday,
3/6/12,Tuesday,Non-Holiday Weekday,
3/7/12,Wednesday,Non-Holiday Weekday,
3/8/12,Thursday,Non-Holiday Weekday,
3/9/12,Friday,Non-Holiday Weekday,
3/10/12,Saturday,Non-Holiday Weekend,
3/11/12,Sunday,Non-Holiday Weekend,
3/12/12,Monday,Non-Holiday Weekday,
3/13/12,Tuesday,Non-Holiday Weekday,
3/14/12,Wednesday,Non-Holiday Weekday,
3/15/12,Thursday,Non-Holiday Weekday,
3/16/12,Friday,Non-Holiday Weekday,
3/17/12,Saturday,Party Holiday,St. Patty's Day
3/18/12,Sunday,Non-Holiday Weekend,
3/19/12,Monday,Non-Holiday Weekday,
3/20/12,Tuesday,Non-Holiday Weekday,
3/21/12,Wednesday,Non-Holiday Weekday,
3/22/12,Thursday,Non-Holiday Weekday,
3/23/12,Friday,Non-Holiday Weekday,
3/24/12,Saturday,Non-Holiday Weekend,
3/25/12,Sunday,Non-Holiday Weekend,
3/26/12,Monday,Non-Holiday Weekday,
3/27/12,Tuesday,Non-Holiday Weekday,
3/28/12,Wednesday,Non-Holiday Weekday,
3/29/12,Thursday,Non-Holiday Weekday,
3/30/12,Friday,Non-Holiday Weekday,
3/31/12,Saturday,Non-Holiday Weekend,
4/1/12,Sunday,Non-Holiday Weekend,
4/2/12,Monday,Non-Holiday Weekday,
4/3/12,Tuesday,Non-Holiday Weekday,
4/4/12,Wednesday,Non-Holiday Weekday,
4/5/12,Thursday,Non-Holiday Weekday,
4/6/12,Friday,Non-Holiday Weekday,
4/7/12,Saturday,Non-Holiday Weekend,
4/8/12,Sunday,Non-Holiday Weekend,
4/9/12,Monday,Non-Holiday Weekday,
4/10/12,Tuesday,Non-Holiday Weekday,
4/11/12,Wednesday,Non-Holiday Weekday,
4/12/12,Thursday,Non-Holiday Weekday,
4/13/12,Friday,Non-Holiday Weekday,
4/14/12,Saturday,Non-Holiday Weekend,
4/15/12,Sunday,Non-Holiday Weekend,
4/16/12,Monday,Non-Holiday Weekday,
4/17/12,Tuesday,Non-Holiday Weekday,
4/18/12,Wednesday,Non-Holiday Weekday,
4/19/12,Thursday,Non-Holiday Weekday,
4/20/12,Friday,Party Holiday,420
4/21/12,Saturday,Non-Holiday Weekend,
4/22/12,Sunday,Non-Holiday Weekend,
4/23/12,Monday,Non-Holiday Weekday,
4/24/12,Tuesday,Non-Holiday Weekday,
4/25/12,Wednesday,Non-Holiday Weekday,
4/26/12,Thursday,Non-Holiday Weekday,
4/27/12,Friday,Non-Holiday Weekday,
4/28/12,Saturday,Non-Holiday Weekend,
4/29/12,Sunday,Non-Holiday Weekend,
4/30/12,Monday,Non-Holiday Weekday,
5/1/12,Tuesday,Non-Holiday Weekday,
5/2/12,Wednesday,Non-Holiday Weekday,
5/3/12,Thursday,Non-Holiday Weekday,
5/4/12,Friday,Non-Holiday Weekday,
5/5/12,Saturday,Party Holiday,Cinco de Mayo
5/6/12,Sunday,Non-Holiday Weekend,
5/7/12,Monday,Non-Holiday Weekday,
5/8/12,Tuesday,Non-Holiday Weekday,
5/9/12,Wednesday,Non-Holiday Weekday,
5/10/12,Thursday,Non-Holiday Weekday,
5/11/12,Friday,Non-Holiday Weekday,
5/12/12,Saturday,Non-Holiday Weekend,
5/13/12,Sunday,Non-Holiday Weekend,
5/14/12,Monday,Non-Holiday Weekday,
5/15/12,Tuesday,Non-Holiday Weekday,
5/16/12,Wednesday,Non-Holiday Weekday,
5/17/12,Thursday,Non-Holiday Weekday,
5/18/12,Friday,Non-Holiday Weekday,
5/19/12,Saturday,Non-Holiday Weekend,
5/20/12,Sunday,Non-Holiday Weekend,
5/21/12,Monday,Non-Holiday Weekday,
5/22/12,Tuesday,Non-Holiday Weekday,
5/23/12,Wednesday,Non-Holiday Weekday,
5/24/12,Thursday,Non-Holiday Weekday,
5/25/12,Friday,Non-Holiday Weekday,
5/26/12,Saturday,Non-Holiday Weekend,
5/27/12,Sunday,Non-Holiday Weekend,
5/28/12,Monday,National Holiday,Memorial Day
5/29/12,Tuesday,Non-Holiday Weekday,
5/30/12,Wednesday,Non-Holiday Weekday,
5/31/12,Thursday,Non-Holiday Weekday,
6/1/12,Friday,Non-Holiday Weekday,
6/2/12,Saturday,Non-Holiday Weekend,
6/3/12,Sunday,Non-Holiday Weekend,
6/4/12,Monday,Non-Holiday Weekday,
6/5/12,Tuesday,Non-Holiday Weekday,
6/6/12,Wednesday,Non-Holiday Weekday,
6/7/12,Thursday,Non-Holiday Weekday,
6/8/12,Friday,Non-Holiday Weekday,
6/9/12,Saturday,Non-Holiday Weekend,
6/10/12,Sunday,Non-Holiday Weekend,
6/11/12,Monday,Non-Holiday Weekday,
6/12/12,Tuesday,Non-Holiday Weekday,
6/13/12,Wednesday,Non-Holiday Weekday,
6/14/12,Thursday,Non-Holiday Weekday,
6/15/12,Friday,Non-Holiday Weekday,
6/16/12,Saturday,Non-Holiday Weekend,
6/17/12,Sunday,Non-Holiday Weekend,
6/18/12,Monday,Non-Holiday Weekday,
6/19/12,Tuesday,Non-Holiday Weekday,
6/20/12,Wednesday,Non-Holiday Weekday,
6/21/12,Thursday,Non-Holiday Weekday,
6/22/12,Friday,Non-Holiday Weekday,
6/23/12,Saturday,Non-Holiday Weekend,
6/24/12,Sunday,Non-Holiday Weekend,
6/25/12,Monday,Non-Holiday Weekday,
6/26/12,Tuesday,Non-Holiday Weekday,
6/27/12,Wednesday,Non-Holiday Weekday,
6/28/12,Thursday,Non-Holiday Weekday,
6/29/12,Friday,Non-Holiday Weekday,
6/30/12,Saturday,Non-Holiday Weekend,
7/1/12,Sunday,Non-Holiday Weekend,
7/2/12,Monday,Non-Holiday Weekday,
7/3/12,Tuesday,Non-Holiday Weekday,
7/4/12,Wednesday,National Holiday,Independence Day
7/5/12,Thursday,Non-Holiday Weekday,
7/6/12,Friday,Non-Holiday Weekday,
7/7/12,Saturday,Non-Holiday Weekend,
7/8/12,Sunday,Non-Holiday Weekend,
7/9/12,Monday,Non-Holiday Weekday,
7/10/12,Tuesday,Non-Holiday Weekday,
7/11/12,Wednesday,Non-Holiday Weekday,
7/12/12,Thursday,Non-Holiday Weekday,
7/13/12,Friday,Non-Holiday Weekday,
7/14/12,Saturday,Non-Holiday Weekend,
7/15/12,Sunday,Non-Holiday Weekend,
7/16/12,Monday,Non-Holiday Weekday,
7/17/12,Tuesday,Non-Holiday Weekday,
7/18/12,Wednesday,Non-Holiday Weekday,
7/19/12,Thursday,Non-Holiday Weekday,
7/20/12,Friday,Non-Holiday Weekday,
7/21/12,Saturday,Non-Holiday Weekend,
7/22/12,Sunday,Non-Holiday Weekend,
7/23/12,Monday,Non-Holiday Weekday,
7/24/12,Tuesday,Non-Holiday Weekday,
7/25/12,Wednesday,Non-Holiday Weekday,
7/26/12,Thursday,Non-Holiday Weekday,
7/27/12,Friday,Non-Holiday Weekday,
7/28/12,Saturday,Non-Holiday Weekend,
7/29/12,Sunday,Non-Holiday Weekend,
7/30/12,Monday,Non-Holiday Weekday,
7/31/12,Tuesday,Non-Holiday Weekday,
8/1/12,Wednesday,Non-Holiday Weekday,
8/2/12,Thursday,Non-Holiday Weekday,
8/3/12,Friday,Non-Holiday Weekday,
8/4/12,Saturday,Non-Holiday Weekend,
8/5/12,Sunday,Non-Holiday Weekend,
8/6/12,Monday,Non-Holiday Weekday,
8/7/12,Tuesday,Non-Holiday Weekday,
8/8/12,Wednesday,Non-Holiday Weekday,
8/9/12,Thursday,Non-Holiday Weekday,
8/10/12,Friday,Non-Holiday Weekday,
8/11/12,Saturday,Non-Holiday Weekend,
8/12/12,Sunday,Non-Holiday Weekend,
8/13/12,Monday,Non-Holiday Weekday,
8/14/12,Tuesday,Non-Holiday Weekday,
8/15/12,Wednesday,Non-Holiday Weekday,
8/16/12,Thursday,Non-Holiday Weekday,
8/17/12,Friday,Non-Holiday Weekday,
8/18/12,Saturday,Non-Holiday Weekend,
8/19/12,Sunday,Non-Holiday Weekend,
8/20/12,Monday,Non-Holiday Weekday,
8/21/12,Tuesday,Non-Holiday Weekday,
8/22/12,Wednesday,Non-Holiday Weekday,
8/23/12,Thursday,Non-Holiday Weekday,
8/24/12,Friday,Non-Holiday Weekday,
8/25/12,Saturday,Non-Holiday Weekend,
8/26/12,Sunday,Non-Holiday Weekend,
8/27/12,Monday,Non-Holiday Weekday,
8/28/12,Tuesday,Non-Holiday Weekday,
8/29/12,Wednesday,Non-Holiday Weekday,
8/30/12,Thursday,Non-Holiday Weekday,
8/31/12,Friday,Non-Holiday Weekday,
9/1/12,Saturday,Non-Holiday Weekend,
9/2/12,Sunday,Non-Holiday Weekend,
9/3/12,Monday,National Holiday,Labor Day
9/4/12,Tuesday,Non-Holiday Weekday,
9/5/12,Wednesday,Non-Holiday Weekday,
9/6/12,Thursday,Non-Holiday Weekday,
9/7/12,Friday,Non-Holiday Weekday,
9/8/12,Saturday,Non-Holiday Weekend,
9/9/12,Sunday,Non-Holiday Weekend,
9/10/12,Monday,Non-Holiday Weekday,
9/11/12,Tuesday,Non-Holiday Weekday,
9/12/12,Wednesday,Non-Holiday Weekday,
9/13/12,Thursday,Non-Holiday Weekday,
9/14/12,Friday,Non-Holiday Weekday,
9/15/12,Saturday,Non-Holiday Weekend,
9/16/12,Sunday,Non-Holiday Weekend,
9/17/12,Monday,Non-Holiday Weekday,
9/18/12,Tuesday,Non-Holiday Weekday,
9/19/12,Wednesday,Non-Holiday Weekday,
9/20/12,Thursday,Non-Holiday Weekday,
9/21/12,Friday,Non-Holiday Weekday,
9/22/12,Saturday,Non-Holiday Weekend,
9/23/12,Sunday,Non-Holiday Weekend,
9/24/12,Monday,Non-Holiday Weekday,
9/25/12,Tuesday,Non-Holiday Weekday,
9/26/12,Wednesday,Non-Holiday Weekday,
9/27/12,Thursday,Non-Holiday Weekday,
9/28/12,Friday,Non-Holiday Weekday,
9/29/12,Saturday,Non-Holiday Weekend,
9/30/12,Sunday,Non-Holiday Weekend,
10/1/12,Monday,Non-Holiday Weekday,
10/2/12,Tuesday,Non-Holiday Weekday,
10/3/12,Wednesday,Non-Holiday Weekday,
10/4/12,Thursday,Non-Holiday Weekday,
10/5/12,Friday,Non-Holiday Weekday,
10/6/12,Saturday,Non-Holiday Weekend,
10/7/12,Sunday,Non-Holiday Weekend,
10/8/12,Monday,National Holiday,Columbus Day
10/9/12,Tuesday,Non-Holiday Weekday,
10/10/12,Wednesday,Non-Holiday Weekday,
10/11/12,Thursday,Non-Holiday Weekday,
10/12/12,Friday,Non-Holiday Weekday,
10/13/12,Saturday,Non-Holiday Weekend,
10/14/12,Sunday,Non-Holiday Weekend,
10/15/12,Monday,Non-Holiday Weekday,
10/16/12,Tuesday,Non-Holiday Weekday,
10/17/12,Wednesday,Non-Holiday Weekday,
10/18/12,Thursday,Non-Holiday Weekday,
10/19/12,Friday,Non-Holiday Weekday,
10/20/12,Saturday,Non-Holiday Weekend,
10/21/12,Sunday,Non-Holiday Weekend,
10/22/12,Monday,Non-Holiday Weekday,
10/23/12,Tuesday,Non-Holiday Weekday,
10/24/12,Wednesday,Non-Holiday Weekday,
10/25/12,Thursday,Non-Holiday Weekday,
10/26/12,Friday,Non-Holiday Weekday,
10/27/12,Saturday,Non-Holiday Weekend,
10/28/12,Sunday,Non-Holiday Weekend,
10/29/12,Monday,Non-Holiday Weekday,
10/30/12,Tuesday,Non-Holiday Weekday,
10/31/12,Wednesday,Party Holiday,Halloween
11/1/12,Thursday,Non-Holiday Weekday,
11/2/12,Friday,Non-Holiday Weekday,
11/3/12,Saturday,Non-Holiday Weekend,
11/4/12,Sunday,Non-Holiday Weekend,
11/5/12,Monday,Non-Holiday Weekday,
11/6/12,Tuesday,Non-Holiday Weekday,
11/7/12,Wednesday,Non-Holiday Weekday,
11/8/12,Thursday,Non-Holiday Weekday,
11/9/12,Friday,Non-Holiday Weekday,
11/10/12,Saturday,Non-Holiday Weekend,
11/11/12,Sunday,National Holiday,Veterans Day
11/12/12,Monday,National Holiday (Observed),
11/13/12,Tuesday,Non-Holiday Weekday,
11/14/12,Wednesday,Non-Holiday Weekday,
11/15/12,Thursday,Non-Holiday Weekday,
11/16/12,Friday,Non-Holiday Weekday,
11/17/12,Saturday,Non-Holiday Weekend,
11/18/12,Sunday,Non-Holiday Weekend,
11/19/12,Monday,Non-Holiday Weekday,
11/20/12,Tuesday,Non-Holiday Weekday,
11/21/12,Wednesday,Party Holiday,Thanksgiving Eve
11/22/12,Thursday,National Holiday,Thanksgiving Day
11/23/12,Friday,Non-Holiday Weekday,
11/24/12,Saturday,Non-Holiday Weekend,
11/25/12,Sunday,Non-Holiday Weekend,
11/26/12,Monday,Non-Holiday Weekday,
11/27/12,Tuesday,Non-Holiday Weekday,
11/28/12,Wednesday,Non-Holiday Weekday,
11/29/12,Thursday,Non-Holiday Weekday,
11/30/12,Friday,Non-Holiday Weekday,
12/1/12,Saturday,Non-Holiday Weekend,
12/2/12,Sunday,Non-Holiday Weekend,
12/3/12,Monday,Non-Holiday Weekday,
12/4/12,Tuesday,Non-Holiday Weekday,
12/5/12,Wednesday,Non-Holiday Weekday,
12/6/12,Thursday,Non-Holiday Weekday,
12/7/12,Friday,Non-Holiday Weekday,
12/8/12,Saturday,Non-Holiday Weekend,
12/9/12,Sunday,Non-Holiday Weekend,
12/10/12,Monday,Non-Holiday Weekday,
12/11/12,Tuesday,Non-Holiday Weekday,
12/12/12,Wednesday,Non-Holiday Weekday,
12/13/12,Thursday,Non-Holiday Weekday,
12/14/12,Friday,Non-Holiday Weekday,
12/15/12,Saturday,Non-Holiday Weekend,
12/16/12,Sunday,Non-Holiday Weekend,
12/17/12,Monday,Non-Holiday Weekday,
12/18/12,Tuesday,Non-Holiday Weekday,
12/19/12,Wednesday,Non-Holiday Weekday,
